metric_id,source_scope,source_url,observed_period_or_date,population_or_sample,metric,value,unit,numerator,denominator,derived_rate_pct,method,evidence_class,confidence,supports,does_not_support,notes
"findex_TUR_account","I|World Bank Global Findex 2025|TUR","https://thedocs.worldbank.org/en/doc/be6615202d1f08a25855c8ac2d615122-0050012025/related/GlobalFindexDatabase2025.csv","2024","Türkiye (TUR; source row name Turkiye); all/all country row; age 15+ indicator","account.t.d","0.8155454784","proportion_0_to_1","","All adults age 15+; indicator definition uses respondents","81.55454784","Direct extraction from official CSV; label verified in official glossary","public_financial_inclusion","High","Account-access context","Stablecoin behavior; worker or remittance adoption; retention; target market size","Glossary mapping: Account (%, age 15+)."
"findex_TUR_mobile_account","I|World Bank Global Findex 2025|TUR","https://thedocs.worldbank.org/en/doc/be6615202d1f08a25855c8ac2d615122-0050012025/related/GlobalFindexDatabase2025.csv","2024","Türkiye (TUR; source row name Turkiye); all/all country row; age 15+ indicator","mobileaccount.t.d","0.2332252459","proportion_0_to_1","","All adults age 15+; indicator definition uses respondents","23.32252459","Direct extraction from official CSV; label verified in official glossary","public_financial_inclusion","High","Mobile-money-account context","Stablecoin behavior; worker or remittance adoption; retention; target market size","Glossary mapping: Mobile money account (%, age 15+)."
"findex_TUR_save_any","I|World Bank Global Findex 2025|TUR","https://thedocs.worldbank.org/en/doc/be6615202d1f08a25855c8ac2d615122-0050012025/related/GlobalFindexDatabase2025.csv","2024","Türkiye (TUR; source row name Turkiye); all/all country row; age 15+ indicator","save.any.t.d","0.4121443083","proportion_0_to_1","","All adults age 15+; indicator definition uses respondents","41.21443083","Direct extraction from official CSV; label verified in official glossary","public_financial_inclusion","High","Saving-context variable","Stablecoin behavior; balance retention; target market size","Glossary mapping: Saved any money (%, age 15+)."
"findex_TUR_g20_received","I|World Bank Global Findex 2025|TUR","https://thedocs.worldbank.org/en/doc/be6615202d1f08a25855c8ac2d615122-0050012025/related/GlobalFindexDatabase2025.csv","2024","Türkiye (TUR; source row name Turkiye); all/all country row; age 15+ indicator","g20.received","0.5334208307","proportion_0_to_1","","All adults age 15+; indicator definition uses respondents","53.34208307","Direct extraction from official CSV; label verified in official glossary","public_financial_inclusion","High","Digital-payment receiving context","Stablecoin behavior; worker or remittance adoption; retention","Glossary mapping: Received digital payments (%, age 15+)."
"findex_TUR_g20_made","I|World Bank Global Findex 2025|TUR","https://thedocs.worldbank.org/en/doc/be6615202d1f08a25855c8ac2d615122-0050012025/related/GlobalFindexDatabase2025.csv","2024","Türkiye (TUR; source row name Turkiye); all/all country row; age 15+ indicator","g20.made","0.6240884328","proportion_0_to_1","","All adults age 15+; indicator definition uses respondents","62.40884328","Direct extraction from official CSV; label verified in official glossary","public_financial_inclusion","High","Digital-payment making context","Stablecoin behavior; worker or remittance adoption; retention","Glossary mapping: Made a digital payment (%, age 15+)."
"findex_TUR_g20_any","I|World Bank Global Findex 2025|TUR","https://thedocs.worldbank.org/en/doc/be6615202d1f08a25855c8ac2d615122-0050012025/related/GlobalFindexDatabase2025.csv","2024","Türkiye (TUR; source row name Turkiye); all/all country row; age 15+ indicator","g20.any","0.7141941786","proportion_0_to_1","","All adults age 15+; indicator definition uses respondents","71.41941786","Direct extraction from official CSV; label verified in official glossary","public_financial_inclusion","High","Digital-payment context","Stablecoin behavior; worker or remittance adoption; retention","Glossary mapping: Made or received a digital payment (%, age 15+)."
"findex_VNM_adult_population","I|World Bank Global Findex 2025|VNM","https://thedocs.worldbank.org/en/doc/be6615202d1f08a25855c8ac2d615122-0050012025/related/GlobalFindexDatabase2025.csv","2024","Vietnam (VNM; source row name Viet Nam); all/all country row","pop_adult","76663207","adults_15plus_count","","Country adult population field","","Direct extraction from official CSV; 2024 all/all row","public_financial_inclusion","High","Financial-inclusion context","Stablecoin behavior; worker or remittance adoption; retention; target market size","Population context only."
"findex_VNM_account","I|World Bank Global Findex 2025|VNM","https://thedocs.worldbank.org/en/doc/be6615202d1f08a25855c8ac2d615122-0050012025/related/GlobalFindexDatabase2025.csv","2024","Vietnam (VNM; source row name Viet Nam); all/all country row; age 15+ indicator","account.t.d","0.7055075336","proportion_0_to_1","","All adults age 15+; indicator definition uses respondents","70.55075336","Direct extraction from official CSV; label verified in official glossary","public_financial_inclusion","High","Account-access context","Stablecoin behavior; worker or remittance adoption; retention; target market size","Glossary mapping: Account (%, age 15+)."
"findex_VNM_mobile_account","I|World Bank Global Findex 2025|VNM","https://thedocs.worldbank.org/en/doc/be6615202d1f08a25855c8ac2d615122-0050012025/related/GlobalFindexDatabase2025.csv","2024","Vietnam (VNM; source row name Viet Nam); all/all country row; age 15+ indicator","mobileaccount.t.d","0.3872328399","proportion_0_to_1","","All adults age 15+; indicator definition uses respondents","38.72328399","Direct extraction from official CSV; label verified in official glossary","public_financial_inclusion","High","Mobile-money-account context","Stablecoin behavior; worker or remittance adoption; retention; target market size","Glossary mapping: Mobile money account (%, age 15+)."
"findex_VNM_save_any","I|World Bank Global Findex 2025|VNM","https://thedocs.worldbank.org/en/doc/be6615202d1f08a25855c8ac2d615122-0050012025/related/GlobalFindexDatabase2025.csv","2024","Vietnam (VNM; source row name Viet Nam); all/all country row; age 15+ indicator","save.any.t.d","0.6857200650","proportion_0_to_1","","All adults age 15+; indicator definition uses respondents","68.57200650","Direct extraction from official CSV; label verified in official glossary","public_financial_inclusion","High","Saving-context variable","Stablecoin behavior; balance retention; target market size","Glossary mapping: Saved any money (%, age 15+)."
"findex_VNM_g20_received","I|World Bank Global Findex 2025|VNM","https://thedocs.worldbank.org/en/doc/be6615202d1f08a25855c8ac2d615122-0050012025/related/GlobalFindexDatabase2025.csv","2024","Vietnam (VNM; source row name Viet Nam); all/all country row; age 15+ indicator","g20.received","0.4805181776","proportion_0_to_1","","All adults age 15+; indicator definition uses respondents","48.05181776","Direct extraction from official CSV; label verified in official glossary","public_financial_inclusion","High","Digital-payment receiving context","Stablecoin behavior; worker or remittance adoption; retention","Glossary mapping: Received digital payments (%, age 15+)."
"findex_VNM_g20_made","I|World Bank Global Findex 2025|VNM","https://thedocs.worldbank.org/en/doc/be6615202d1f08a25855c8ac2d615122-0050012025/related/GlobalFindexDatabase2025.csv","2024","Vietnam (VNM; source row name Viet Nam); all/all country row; age 15+ indicator","g20.made","0.5647286947","proportion_0_to_1","","All adults age 15+; indicator definition uses respondents","56.47286947","Direct extraction from official CSV; label verified in official glossary","public_financial_inclusion","High","Digital-payment making context","Stablecoin behavior; worker or remittance adoption; retention","Glossary mapping: Made a digital payment (%, age 15+)."
"findex_VNM_g20_any","I|World Bank Global Findex 2025|VNM","https://thedocs.worldbank.org/en/doc/be6615202d1f08a25855c8ac2d615122-0050012025/related/GlobalFindexDatabase2025.csv","2024","Vietnam (VNM; source row name Viet Nam); all/all country row; age 15+ indicator","g20.any","0.6237851377","proportion_0_to_1","","All adults age 15+; indicator definition uses respondents","62.37851377","Direct extraction from official CSV; label verified in official glossary","public_financial_inclusion","High","Digital-payment context","Stablecoin behavior; worker or remittance adoption; retention","Glossary mapping: Made or received a digital payment (%, age 15+)."
"country_same_user_stablecoin_behavior_status","C|G|H|I","https://www.deel.com/global-hiring-report-2026/","Stage14 bounded evidence package","Country macro, network, provider ranking, and financial-inclusion sources with non-linked denominators","same_user_country_stablecoin_behavior","not_proven","evidence_status","","No source links country signals to the same person’s stablecoin receipt, holding, or spend","","Cross-source boundary review","evidence_boundary","High","Directional country-prioritization signals only","Country-level stablecoin adoption; same-user overlap; retention; market size; AIX right-to-win","Macro pressure, network activity, provider co-location, and Findex context must remain separate evidence classes."
